"","V1","V2","V3","V4","hct116.T21.gi","hct116.T21.gi.sd","qvalue.x","significant.x","GM.T15.gi","GM.T15.gi.sd","qvalue.y","significant.y","genename.x","genename.y","gi"
"12","choose","pair","ENSG00000084112","ENSG00000141298",-0.69186224688535,0.206636580954403,0.0135972491892381,"Y",-1.43185339588983,0.413326652165387,0.0101702252204348,"Y","SSH1","SSH2","negative GI"
"13","choose","pair","ENSG00000147454","ENSG00000155287",-1.68989128027348,0.279938230045824,1.20993656480814e-07,"Y",-0.766371630125355,0.269220148571118,0.0469454172818613,"Y","SLC25A37","SLC25A28","negative GI"
"14","choose","pair","ENSG00000108654","ENSG00000100201",-0.807112740782321,0.275170935072276,0.0430077264229791,"Y",-1.47634330103209,0.398850474937928,0.00482247731437605,"Y","DDX5","DDX17","negative GI"
"15","choose","pair","ENSG00000082701","ENSG00000105723",-0.597008095563277,0.190505322093406,0.0242829203141862,"Y",-0.609741129973945,0.234017042016793,0.0835390409935115,"N","GSK3B","GSK3A","negative GI"
"16","gi2","pair","ENSG00000175054","ENSG00000164078",-1.43821248591965,0.26722887279151,3.54139645862586e-06,"Y",-0.943401415901485,0.385576313061978,0.117320475014966,"N","ATR","MST1R","negative GI"
"17","gi2","pair","ENSG00000141068","ENSG00000170190",-0.576648484301283,0.175910159734636,0.0167439912031987,"Y",-0.514123669063998,0.2336231435517,0.16854612740451,"N","KSR1","SLC16A5","negative GI"
"18","choose","pair","ENSG00000185344","ENSG00000033627",-0.362598265796529,0.150285082065259,0.16020771626825,"N",-0.670960944316009,0.230247900107463,0.0389863411805178,"Y","ATP6V0A2","ATP6V0A1","negative GI"
"19","choose","pair","ENSG00000113100","ENSG00000113361",-1.1749509229062,0.375790362721213,0.0242829203141862,"Y",-1.09598843850913,0.530666383628906,0.200266188122676,"N","CDH9","CDH6","negative GI"
"20","choose","pair","ENSG00000157110","ENSG00000166831",-0.368407248606576,0.165283940488762,0.230862690196052,"N",-0.620696170920003,0.2500076214554,0.110829422479368,"N","RBPMS","RBPMS2","others"
"21","choose","pair","ENSG00000169062","ENSG00000125351",-0.38690486403904,0.194205221523723,0.340521962959333,"N",-0.784894397428671,0.260315103957208,0.030959459641862,"Y","UPF3A","UPF3B","negative GI"
"22","choose","pair","ENSG00000132510","ENSG00000183878",-0.301699099587548,0.159933094633876,0.39272014429328,"N",-0.853974462353225,0.221681398868998,0.00301227736667245,"Y","KDM6B","UTY","negative GI"
"23","choose","pair","ENSG00000114544","ENSG00000133065",-0.554379551715401,0.223629935009308,0.136912914663138,"N",-0.558188193881279,0.298759639099194,0.273711622331825,"N","SLC41A3","SLC41A1","others"
"24","choose","pair","ENSG00000158863","ENSG00000151553",-0.373024168785717,0.20360195080807,0.41509156410171,"N",-0.810118467098745,0.276245796157561,0.0384042778250082,"Y","FAM160B2","FAM160B1","negative GI"
"25","choose","pair","ENSG00000113732","ENSG00000171130",-1.49836978938792,0.271748556805653,2.250277062112e-06,"Y",-0.598371476016645,0.407604791100579,0.459310977800048,"N","ATP6V0E1","ATP6V0E2","negative GI"
"26","choose","pair","ENSG00000058799","ENSG00000130733",-0.520581607295366,0.252409441550375,0.313728014238957,"N",-0.719379649804178,0.351746511843506,0.200266188122676,"N","YIPF1","YIPF2","others"
"27","choose","pair","ENSG00000052723","ENSG00000111790",-0.483490617526516,0.265150357227072,0.416444067775053,"N",-0.723652609748467,0.306740609125826,0.13472801110169,"N","SIKE1","FGFR1OP2","others"
"28","choose","pair","ENSG00000141425","ENSG00000101413",-0.318247392015526,0.198958151408825,0.574149088106568,"N",-0.772111055127197,0.200327405953974,0.00301227736667245,"Y","RPRD1A","RPRD1B","negative GI"
"29","choose","pair","ENSG00000033800","ENSG00000078043",-0.370594802648268,0.211783536144563,0.446576211243436,"N",-0.60796474418419,0.282120532185115,0.177909438257541,"N","PIAS1","PIAS2","others"
"30","choose","pair","ENSG00000110711","ENSG00000129221",-0.409534169482685,0.188434856055351,0.25423374368584,"N",-0.462838612946855,0.284766074444155,0.398153564068441,"N","AIP","AIPL1","others"
"31","choose","pair","ENSG00000159346","ENSG00000006831",-0.344137034132772,0.20965037318498,0.537753568359731,"N",-0.65139891648323,0.284632357388491,0.141954513690002,"N","ADIPOR1","ADIPOR2","others"
"32","choose","pair","ENSG00000121390","ENSG00000147140",-0.787398922511127,0.272245226226678,0.0474428209969036,"Y",-0.417021305870258,0.390418808994645,0.638524708742994,"N","PSPC1","NONO","negative GI"
